"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"Turkey","Q6_11_If_international_please_specify_which_country_Canned_vegetables","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Canned_vegetables","counts","69","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Canned_vegetables","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Canned_vegetables","counts","69","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Canned_vegetables","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Canned_vegetables","counts","18","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Canned_vegetables","percentage","26.09","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Canned_vegetables","counts","51","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Canned_vegetables","percentage","73.91","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Canned_vegetables","counts","18","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Canned_vegetables","percentage","26.09","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Canned_vegetables","counts","51","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Canned_vegetables","percentage","73.91","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Canned_vegetables","counts","17","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Canned_vegetables","percentage","24.64","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3948","Q6_16_Select_community_Canned_vegetables","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3948","Q6_16_Select_community_Canned_vegetables","percentage","1.45","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Canned_vegetables","counts","35","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Canned_vegetables","percentage","50.72","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Canned_vegetables","counts","16","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Canned_vegetables","percentage","23.19","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Dried_thyme_Zaatar_in_1kg_Dried_thyme_Zaatar","counts","164","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Dried_thyme_Zaatar_in_1kg_Dried_thyme_Zaatar","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Dont_know","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dried_thyme_Zaatar","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Dont_know","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dried_thyme_Zaatar","percentage","0.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dried_thyme_Zaatar","counts","5","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dried_thyme_Zaatar","percentage","3.05","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dried_thyme_Zaatar","counts","158","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dried_thyme_Zaatar","percentage","96.34","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Dried_thyme_Zaatar","","10","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Dried_thyme_Zaatar","counts","164","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Dried_thyme_Zaatar","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Dried_thyme_Zaatar","","15","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Dried_thyme_Zaatar","counts","11","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Dried_thyme_Zaatar","percentage","6.71","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Dried_thyme_Zaatar","counts","153","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Dried_thyme_Zaatar","percentage","93.29","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Dried_thyme_Zaatar","counts","11","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Dried_thyme_Zaatar","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Dried_thyme_Zaatar","counts","164","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Dried_thyme_Zaatar","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY02","Q6_13_If_local_where_Select_governorate_Dried_thyme_Zaatar","counts","2","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY02","Q6_13_If_local_where_Select_governorate_Dried_thyme_Zaatar","percentage","1.22","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Dried_thyme_Zaatar","counts","162","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Dried_thyme_Zaatar","percentage","98.78","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0203","Q6_14_Select_district_Dried_thyme_Zaatar","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0203","Q6_14_Select_district_Dried_thyme_Zaatar","percentage","0.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0204","Q6_14_Select_district_Dried_thyme_Zaatar","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0204","Q6_14_Select_district_Dried_thyme_Zaatar","percentage","0.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Dried_thyme_Zaatar","counts","67","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Dried_thyme_Zaatar","percentage","40.85","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Dried_thyme_Zaatar","counts","94","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Dried_thyme_Zaatar","percentage","57.32","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0705","Q6_14_Select_district_Dried_thyme_Zaatar","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0705","Q6_14_Select_district_Dried_thyme_Zaatar","percentage","0.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY020300","Q6_15_Select_sub_district_Dried_thyme_Zaatar","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY020300","Q6_15_Select_sub_district_Dried_thyme_Zaatar","percentage","0.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY020400","Q6_15_Select_sub_district_Dried_thyme_Zaatar","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY020400","Q6_15_Select_sub_district_Dried_thyme_Zaatar","percentage","0.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Dried_thyme_Zaatar","counts","14","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Dried_thyme_Zaatar","percentage","8.54","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Dried_thyme_Zaatar","counts","53","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Dried_thyme_Zaatar","percentage","32.32","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Dried_thyme_Zaatar","counts","91","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Dried_thyme_Zaatar","percentage","55.49","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Dried_thyme_Zaatar","counts","3","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Dried_thyme_Zaatar","percentage","1.83","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070500","Q6_15_Select_sub_district_Dried_thyme_Zaatar","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070500","Q6_15_Select_sub_district_Dried_thyme_Zaatar","percentage","0.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C1366","Q6_16_Select_community_Dried_thyme_Zaatar","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C1366","Q6_16_Select_community_Dried_thyme_Zaatar","percentage","0.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C1564","Q6_16_Select_community_Dried_thyme_Zaatar","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C1564","Q6_16_Select_community_Dried_thyme_Zaatar","percentage","0.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Dried_thyme_Zaatar","counts","14","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Dried_thyme_Zaatar","percentage","8.54","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Dried_thyme_Zaatar","counts","52","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Dried_thyme_Zaatar","percentage","31.71","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3949","Q6_16_Select_community_Dried_thyme_Zaatar","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3949","Q6_16_Select_community_Dried_thyme_Zaatar","percentage","0.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Dried_thyme_Zaatar","counts","48","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Dried_thyme_Zaatar","percentage","29.27","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Dried_thyme_Zaatar","counts","43","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Dried_thyme_Zaatar","percentage","26.22","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Dried_thyme_Zaatar","counts","3","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Dried_thyme_Zaatar","percentage","1.83","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4278","Q6_16_Select_community_Dried_thyme_Zaatar","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4278","Q6_16_Select_community_Dried_thyme_Zaatar","percentage","0.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Dates_in_1kg_Dates","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Dates_in_1kg_Dates","percentage","0.78","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Dates_in_1kg_Dates","counts","128","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Dates_in_1kg_Dates","percentage","99.22","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dates","counts","8","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dates","percentage","6.2","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dates","counts","121","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dates","percentage","93.8","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Dates","","10","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Dates","counts","129","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Dates","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Dates","","20","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Dates","counts","129","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Dates","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Egypt","Q6_11_If_international_please_specify_which_country_Dates","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Egypt","Q6_11_If_international_please_specify_which_country_Dates","percentage","0.78","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Iraq","Q6_11_If_international_please_specify_which_country_Dates","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Iraq","Q6_11_If_international_please_specify_which_country_Dates","percentage","0.78","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"other","Q6_11_If_international_please_specify_which_country_Dates","counts","3","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"other","Q6_11_If_international_please_specify_which_country_Dates","percentage","2.33","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Saudi_Arabia","Q6_11_If_international_please_specify_which_country_Dates","counts","37","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Saudi_Arabia","Q6_11_If_international_please_specify_which_country_Dates","percentage","28.68","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Dates","counts","39","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Dates","percentage","30.23","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"UAE","Q6_11_If_international_please_specify_which_country_Dates","counts","51","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"UAE","Q6_11_If_international_please_specify_which_country_Dates","percentage","39.53","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Dates","counts","129","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Dates","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Dates","counts","129","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Dates","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Dates","counts","32","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Dates","percentage","24.81","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Dates","counts","97","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Dates","percentage","75.19","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Dates","counts","7","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Dates","percentage","5.43","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Dates","counts","25","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Dates","percentage","19.38","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Dates","counts","96","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Dates","percentage","74.42","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Dates","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Dates","percentage","0.78","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Dates","counts","7","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Dates","percentage","5.43","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Dates","counts","25","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Dates","percentage","19.38","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Dates","counts","73","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Dates","percentage","56.59","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Dates","counts","23","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Dates","percentage","17.83","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Dates","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Dates","percentage","0.78","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Yoghurt_in_1kg_Yoghurt","counts","3","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Yoghurt_in_1kg_Yoghurt","percentage","1.91","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Yoghurt_in_1kg_Yoghurt","counts","154","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Yoghurt_in_1kg_Yoghurt","percentage","98.09","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yoghurt","counts","15","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yoghurt","percentage","9.55","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yoghurt","counts","142","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yoghurt","percentage","90.45","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Yoghurt","","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Yoghurt","counts","157","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Yoghurt","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Yoghurt","","75","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Yoghurt","counts","157","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Yoghurt","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Yoghurt","counts","157","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Yoghurt","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Yoghurt","counts","157","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Yoghurt","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Yoghurt","counts","66","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Yoghurt","percentage","42.04","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Yoghurt","counts","91","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Yoghurt","percentage","57.96","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Yoghurt","counts","17","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Yoghurt","percentage","10.83","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Yoghurt","counts","49","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Yoghurt","percentage","31.21","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Yoghurt","counts","69","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Yoghurt","percentage","43.95","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
