"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"SY0703","Q6_14_Select_district_Tomato_paste","counts","24","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Tomato_paste","percentage","100","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Tomato_paste","counts","62","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Tomato_paste","percentage","93.94","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Tomato_paste","counts","4","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Tomato_paste","percentage","6.06","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Tomato_paste","counts","1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Tomato_paste","percentage","1.37","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Tomato_paste","counts","42","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Tomato_paste","percentage","57.53","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Tomato_paste","counts","30","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Tomato_paste","percentage","41.1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Tomato_paste","counts","35","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Tomato_paste","percentage","100","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Tomato_paste","counts","46","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Tomato_paste","percentage","100","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Tomato_paste","counts","18","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Tomato_paste","percentage","75","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Tomato_paste","counts","6","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Tomato_paste","percentage","25","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Tomato_paste","counts","62","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Tomato_paste","percentage","93.94","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Tomato_paste","counts","4","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Tomato_paste","percentage","6.06","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Tomato_paste","counts","1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Tomato_paste","percentage","1.37","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Tomato_paste","counts","42","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Tomato_paste","percentage","57.53","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Tomato_paste","counts","30","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Tomato_paste","percentage","41.1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Tomato_paste","counts","34","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Tomato_paste","percentage","97.14","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Tomato_paste","counts","1","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Tomato_paste","percentage","2.86","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Tomato_paste","counts","5","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Tomato_paste","percentage","10.87","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Tomato_paste","counts","41","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Tomato_paste","percentage","89.13","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Tomato_paste","counts","18","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Tomato_paste","percentage","75","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Tomato_paste","counts","6","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Tomato_paste","percentage","25","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","counts","12","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","percentage","100","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","counts","1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","percentage","1.92","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","counts","51","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","percentage","98.08","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","counts","1","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","percentage","3.57","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","counts","27","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","percentage","96.43","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","counts","47","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","percentage","100","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","counts","27","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Olive_oil_in_1kg_Olive_oil","percentage","100","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"Dont_know","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","counts","1","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"Dont_know","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","percentage","8.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","counts","11","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","percentage","91.67","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","counts","1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","percentage","1.92","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","counts","51","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","percentage","98.08","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","counts","4","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","percentage","14.29","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","counts","24","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","percentage","85.71","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","counts","2","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","percentage","4.26","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","counts","45","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","percentage","95.74","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","counts","27","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Olive_oil","percentage","100","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Olive_oil","","9","Core Questions - repeate for each item","C3871","RQ1","Median"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Olive_oil","","10","Core Questions - repeate for each item","C3947","RQ1","Median"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Olive_oil","","15","Core Questions - repeate for each item","C4121","RQ1","Median"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Olive_oil","","10","Core Questions - repeate for each item","C4126","RQ1","Median"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Olive_oil","","7","Core Questions - repeate for each item","C4140","RQ1","Median"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","counts","11","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","percentage","91.67","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"within_3_to_4_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","counts","1","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"within_3_to_4_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","percentage","8.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","counts","52","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","percentage","100","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","counts","28","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","percentage","100","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","counts","47","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","percentage","100","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","counts","27","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Olive_oil","percentage","100","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Olive_oil","","63","Core Questions - repeate for each item","C3871","RQ1","Median"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Olive_oil","","30","Core Questions - repeate for each item","C3947","RQ1","Median"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Olive_oil","","15.5","Core Questions - repeate for each item","C4121","RQ1","Median"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Olive_oil","","35","Core Questions - repeate for each item","C4126","RQ1","Median"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Olive_oil","","50","Core Questions - repeate for each item","C4140","RQ1","Median"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","counts","1","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","percentage","8.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","counts","11","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","percentage","91.67","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","counts","7","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","percentage","13.46","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","counts","45","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","percentage","86.54","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","counts","28","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","percentage","100","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","counts","47","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","percentage","100","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","counts","27","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Olive_oil","percentage","100","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Olive_oil","counts","1","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Olive_oil","percentage","100","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Olive_oil","counts","7","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Olive_oil","percentage","100","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Olive_oil","counts","12","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Olive_oil","percentage","100","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Olive_oil","counts","52","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Olive_oil","percentage","100","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Olive_oil","counts","28","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Olive_oil","percentage","100","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Olive_oil","counts","47","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Olive_oil","percentage","100","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Olive_oil","counts","27","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Olive_oil","percentage","100","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY02","Q6_13_If_local_where_Select_governorate_Olive_oil","counts","1","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY02","Q6_13_If_local_where_Select_governorate_Olive_oil","percentage","8.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Olive_oil","counts","11","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Olive_oil","percentage","91.67","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Olive_oil","counts","52","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Olive_oil","percentage","100","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY02","Q6_13_If_local_where_Select_governorate_Olive_oil","counts","2","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY02","Q6_13_If_local_where_Select_governorate_Olive_oil","percentage","7.14","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Olive_oil","counts","26","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Olive_oil","percentage","92.86","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Olive_oil","counts","47","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Olive_oil","percentage","100","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Olive_oil","counts","27","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Olive_oil","percentage","100","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY0203","Q6_14_Select_district_Olive_oil","counts","1","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY0203","Q6_14_Select_district_Olive_oil","percentage","8.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Olive_oil","counts","10","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Olive_oil","percentage","83.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Olive_oil","counts","1","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Olive_oil","percentage","8.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Olive_oil","counts","42","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Olive_oil","percentage","80.77","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Olive_oil","counts","9","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Olive_oil","percentage","17.31","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY0705","Q6_14_Select_district_Olive_oil","counts","1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY0705","Q6_14_Select_district_Olive_oil","percentage","1.92","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY0203","Q6_14_Select_district_Olive_oil","counts","2","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY0203","Q6_14_Select_district_Olive_oil","percentage","7.14","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Olive_oil","counts","1","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Olive_oil","percentage","3.57","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Olive_oil","counts","25","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Olive_oil","percentage","89.29","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Olive_oil","counts","47","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Olive_oil","percentage","100","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Olive_oil","counts","26","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Olive_oil","percentage","96.3","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY0705","Q6_14_Select_district_Olive_oil","counts","1","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY0705","Q6_14_Select_district_Olive_oil","percentage","3.7","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY020300","Q6_15_Select_sub_district_Olive_oil","counts","1","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY020300","Q6_15_Select_sub_district_Olive_oil","percentage","8.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Olive_oil","counts","10","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Olive_oil","percentage","83.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Olive_oil","counts","1","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Olive_oil","percentage","8.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Olive_oil","counts","42","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Olive_oil","percentage","80.77","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Olive_oil","counts","9","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Olive_oil","percentage","17.31","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY070501","Q6_15_Select_sub_district_Olive_oil","counts","1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY070501","Q6_15_Select_sub_district_Olive_oil","percentage","1.92","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"SY020300","Q6_15_Select_sub_district_Olive_oil","counts","2","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY020300","Q6_15_Select_sub_district_Olive_oil","percentage","7.14","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Olive_oil","counts","1","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Olive_oil","percentage","3.57","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Olive_oil","counts","20","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Olive_oil","percentage","71.43","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Olive_oil","counts","5","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Olive_oil","percentage","17.86","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Olive_oil","counts","47","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Olive_oil","percentage","100","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Olive_oil","counts","3","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Olive_oil","percentage","11.11","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Olive_oil","counts","23","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Olive_oil","percentage","85.19","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY070500","Q6_15_Select_sub_district_Olive_oil","counts","1","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"SY070500","Q6_15_Select_sub_district_Olive_oil","percentage","3.7","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"C1366","Q6_16_Select_community_Olive_oil","counts","1","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"C1366","Q6_16_Select_community_Olive_oil","percentage","8.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Olive_oil","counts","10","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Olive_oil","percentage","83.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
